date,store_id,product_id,product_name,inventory_level,units_sold,price,seasonality
2022-03-16,S001,P0020,Pickle,279,144,51.2,Summer
2022-03-16,S001,P0018,Honey,183,74,74.59,Summer
2022-03-16,S001,P0002,Salt,111,113,83.43,Summer
2022-03-16,S001,P0003,Rice,267,153,92.04,Summer
2022-03-16,S001,P0013,Toothpaste,350,175,82.05,Summer
2022-03-16,S001,P0010,Milk Powder,158,145,48.65,Summer
2022-03-17,S001,P0019,Jam,188,180,79.68,Summer
2022-03-17,S001,P0010,Milk Powder,500,147,99.52,Summer
2022-03-17,S001,P0002,Salt,312,113,29.2,Summer
2022-03-17,S001,P0011,Detergent,199,124,88.92,Summer
2022-03-17,S001,P0007,Tea,171,196,44.87,Summer
2022-03-17,S001,P0012,Soap,92,208,37.43,Summer
2022-03-17,S001,P0018,Honey,384,78,39.39,Summer
2022-03-17,S001,P0009,Biscuits,179,249,48.55,Summer
2022-03-17,S001,P0003,Rice,485,148,35.8,Summer
2022-03-17,S001,P0001,Oil,124,185,30.81,Summer
2022-03-17,S001,P0005,Wheat Flour,296,171,66.32,Summer
2022-03-17,S001,P0017,Noodles,441,199,83.22,Summer
2022-03-17,S001,P0014,Matches,323,187,25.46,Summer
2022-03-17,S001,P0015,Candles,144,142,39.52,Summer
2022-03-17,S001,P0008,Coffee,142,141,90.95,Summer
2022-03-17,S001,P0006,Pulses,64,86,58.63,Summer
2022-03-17,S001,P0004,Sugar,251,81,48.31,Summer
2022-03-17,S001,P0013,Toothpaste,131,167,12.04,Summer
2022-03-17,S001,P0016,Spices,326,122,22.1,Summer
2022-03-17,S001,P0020,Pickle,435,145,97.67,Summer
2022-03-18,S001,P0011,Detergent,464,127,35.29,Summer
2022-03-18,S001,P0009,Biscuits,104,243,13.17,Summer
2022-03-18,S001,P0018,Honey,79,80,12.77,Summer
2022-03-18,S001,P0001,Oil,282,184,47.2,Summer
2022-03-18,S001,P0017,Noodles,379,197,25.96,Summer
2022-03-18,S001,P0004,Sugar,264,81,18.97,Summer
2022-03-18,S001,P0002,Salt,139,108,50.22,Summer
2022-03-18,S001,P0015,Candles,404,142,49.53,Summer
2022-03-18,S001,P0007,Tea,219,200,68.19,Summer
2022-03-18,S001,P0014,Matches,287,192,30.46,Summer
2022-03-18,S001,P0012,Soap,370,204,26.34,Summer
2022-03-18,S001,P0003,Rice,87,145,28.03,Summer
2022-03-18,S001,P0005,Wheat Flour,193,175,65.39,Summer
2022-03-18,S001,P0020,Pickle,90,143,71.95,Summer
2022-03-18,S001,P0016,Spices,51,122,30.17,Summer
2022-03-18,S001,P0019,Jam,370,182,41.33,Summer
2022-03-18,S001,P0008,Coffee,174,143,33.67,Summer
2022-03-18,S001,P0013,Toothpaste,365,169,45.72,Summer
2022-03-18,S001,P0010,Milk Powder,330,153,51.92,Summer
2022-03-18,S001,P0006,Pulses,415,89,56.81,Summer
2022-03-19,S001,P0007,Tea,291,198,61.94,Summer
2022-03-19,S001,P0012,Soap,348,199,64.97,Summer
2022-03-19,S001,P0006,Pulses,394,99,15.16,Summer
2022-03-19,S001,P0001,Oil,388,185,17.8,Summer
2022-03-19,S001,P0013,Toothpaste,241,175,50.45,Summer
2022-03-19,S001,P0018,Honey,164,80,10.58,Summer
2022-03-19,S001,P0010,Milk Powder,348,152,16.21,Summer
2022-03-19,S001,P0005,Wheat Flour,337,176,83.23,Summer
2022-03-19,S001,P0004,Sugar,354,83,30.52,Summer
2022-03-19,S001,P0020,Pickle,199,139,71.5,Summer
2022-03-19,S001,P0002,Salt,110,107,16.61,Summer
2022-03-19,S001,P0015,Candles,326,140,36.34,Summer
2022-03-19,S001,P0017,Noodles,251,196,48.5,Summer
2022-03-19,S001,P0016,Spices,180,125,56.69,Summer
2022-03-19,S001,P0014,Matches,113,189,76.29,Summer
2022-03-19,S001,P0019,Jam,436,180,92.52,Summer
2022-03-19,S001,P0003,Rice,127,152,86.65,Summer
2022-03-19,S001,P0008,Coffee,367,148,16.62,Summer
2022-03-19,S001,P0009,Biscuits,222,239,88.12,Summer
2022-03-19,S001,P0011,Detergent,187,128,41.16,Summer
2022-03-20,S001,P0003,Rice,290,151,48.75,Summer
2022-03-20,S001,P0018,Honey,417,78,30.5,Summer
2022-03-20,S001,P0012,Soap,307,202,91.12,Summer
2022-03-20,S001,P0013,Toothpaste,91,180,70.18,Summer
2022-03-20,S001,P0002,Salt,454,107,54.25,Summer
2022-03-20,S001,P0017,Noodles,411,193,23.08,Summer
2022-03-20,S001,P0015,Candles,115,139,51.99,Summer
2022-03-20,S001,P0011,Detergent,106,124,58.73,Summer
2022-03-20,S001,P0001,Oil,83,187,33.07,Summer
2022-03-20,S001,P0009,Biscuits,378,237,67.36,Summer
2022-03-20,S001,P0005,Wheat Flour,54,183,57.92,Summer
2022-03-20,S001,P0020,Pickle,65,137,49.23,Summer
2022-03-20,S001,P0007,Tea,139,202,79.44,Summer
2022-03-20,S001,P0004,Sugar,219,80,27.58,Summer
2022-03-20,S001,P0008,Coffee,493,151,92.25,Summer
2022-03-20,S001,P0019,Jam,344,181,88.77,Summer
2022-03-20,S001,P0014,Matches,78,185,63.66,Summer
2022-03-20,S001,P0016,Spices,417,125,93.18,Summer
2022-03-20,S001,P0006,Pulses,172,97,85.54,Summer
2022-03-20,S001,P0010,Milk Powder,412,152,97.7,Summer
2022-03-21,S001,P0002,Salt,395,107,86.89,Summer
2022-03-21,S001,P0005,Wheat Flour,467,176,79.72,Summer
2022-03-21,S001,P0008,Coffee,328,151,14.57,Summer
2022-03-21,S001,P0010,Milk Powder,79,156,38.01,Summer
2022-03-21,S001,P0007,Tea,453,204,68.95,Summer
2022-03-21,S001,P0012,Soap,271,203,82.4,Summer
2022-03-21,S001,P0016,Spices,158,122,74.14,Summer
2022-03-21,S001,P0003,Rice,480,155,81.75,Summer
2022-03-21,S001,P0018,Honey,427,77,88.79,Summer
2022-03-21,S001,P0017,Noodles,310,190,48.57,Summer
2022-03-21,S001,P0001,Oil,100,186,75.75,Summer
2022-03-21,S001,P0013,Toothpaste,448,182,79.98,Summer
2022-03-21,S001,P0004,Sugar,429,83,72.84,Summer
2022-03-21,S001,P0009,Biscuits,194,239,45.25,Summer
2022-03-21,S001,P0019,Jam,257,176,32.29,Summer
2022-03-21,S001,P0020,Pickle,425,134,99.28,Summer
2022-03-21,S001,P0014,Matches,492,188,36.0,Summer
2022-03-21,S001,P0015,Candles,189,144,64.39,Summer
2022-03-21,S001,P0006,Pulses,467,97,17.16,Summer
2022-03-21,S001,P0011,Detergent,292,124,50.38,Summer
2022-03-22,S001,P0018,Honey,390,72,40.95,Summer
2022-03-22,S001,P0005,Wheat Flour,487,175,26.1,Summer
2022-03-22,S001,P0015,Candles,76,140,20.31,Summer
2022-03-22,S001,P0016,Spices,271,121,90.0,Summer
2022-03-22,S001,P0019,Jam,327,181,71.85,Summer
2022-03-22,S001,P0012,Soap,89,206,13.84,Summer
2022-03-22,S001,P0006,Pulses,382,95,24.59,Summer
2022-03-22,S001,P0011,Detergent,448,120,20.65,Summer
2022-03-22,S001,P0007,Tea,240,204,40.76,Summer
2022-03-22,S001,P0001,Oil,163,188,69.56,Summer
2022-03-22,S001,P0020,Pickle,281,125,66.06,Summer
2022-03-22,S001,P0002,Salt,196,104,47.88,Summer
2022-03-22,S001,P0014,Matches,152,184,63.22,Summer
2022-03-22,S001,P0003,Rice,203,156,41.09,Summer
2022-03-22,S001,P0017,Noodles,228,193,22.74,Summer
2022-03-22,S001,P0008,Coffee,163,147,66.23,Summer
2022-03-22,S001,P0009,Biscuits,106,240,56.69,Summer
2022-03-22,S001,P0004,Sugar,141,86,11.29,Summer
2022-03-22,S001,P0010,Milk Powder,182,150,40.6,Summer
2022-03-22,S001,P0013,Toothpaste,171,178,76.67,Summer
2022-03-23,S001,P0020,Pickle,449,122,87.59,Summer
2022-03-23,S001,P0016,Spices,80,120,31.21,Summer
2022-03-23,S001,P0019,Jam,210,176,10.98,Summer
2022-03-23,S001,P0014,Matches,311,186,64.73,Summer
2022-03-23,S001,P0004,Sugar,419,87,45.49,Summer
2022-03-23,S001,P0015,Candles,359,138,91.63,Summer
2022-03-23,S001,P0008,Coffee,337,145,46.75,Summer
2022-03-23,S001,P0011,Detergent,175,121,28.07,Summer
2022-03-23,S001,P0007,Tea,356,203,62.89,Summer
2022-03-23,S001,P0001,Oil,82,186,86.7,Summer
2022-03-23,S001,P0006,Pulses,229,93,63.13,Summer
2022-03-23,S001,P0003,Rice,403,157,61.68,Summer
2022-03-23,S001,P0017,Noodles,372,193,36.28,Summer
2022-03-23,S001,P0010,Milk Powder,84,158,94.71,Summer
2022-03-23,S001,P0012,Soap,237,204,75.64,Summer
2022-03-23,S001,P0005,Wheat Flour,65,172,77.75,Summer
2022-03-23,S001,P0013,Toothpaste,379,176,37.05,Summer
2022-03-23,S001,P0002,Salt,447,105,81.04,Summer
2022-03-23,S001,P0009,Biscuits,262,240,62.59,Summer
2022-03-23,S001,P0018,Honey,486,72,81.9,Summer
2022-03-24,S001,P0008,Coffee,66,144,91.13,Summer
2022-03-24,S001,P0017,Noodles,251,194,90.99,Summer
2022-03-24,S001,P0019,Jam,314,175,18.83,Summer
2022-03-24,S001,P0013,Toothpaste,117,184,95.17,Summer
2022-03-24,S001,P0002,Salt,268,104,57.91,Summer
2022-03-24,S001,P0012,Soap,153,201,10.24,Summer
2022-03-24,S001,P0011,Detergent,400,119,19.8,Summer
2022-03-24,S001,P0015,Candles,318,143,28.34,Summer
2022-03-24,S001,P0016,Spices,91,121,21.37,Summer
2022-03-24,S001,P0004,Sugar,362,77,44.4,Summer
2022-03-24,S001,P0003,Rice,470,162,28.91,Summer
2022-03-24,S001,P0009,Biscuits,451,241,99.17,Summer
2022-03-24,S001,P0005,Wheat Flour,318,165,36.64,Summer
2022-03-24,S001,P0020,Pickle,480,127,57.22,Summer
2022-03-24,S001,P0001,Oil,279,185,12.46,Summer
2022-03-24,S001,P0014,Matches,271,187,36.38,Summer
2022-03-24,S001,P0006,Pulses,409,98,63.55,Summer
2022-03-24,S001,P0007,Tea,394,212,18.71,Summer
2022-03-24,S001,P0010,Milk Powder,59,167,92.14,Summer
2022-03-24,S001,P0018,Honey,186,73,11.01,Summer
2022-03-25,S001,P0001,Oil,441,184,45.18,Summer
2022-03-25,S001,P0019,Jam,414,171,25.57,Summer
2022-03-25,S001,P0010,Milk Powder,268,158,12.34,Summer
2022-03-25,S001,P0020,Pickle,210,129,52.08,Summer
2022-03-25,S001,P0012,Soap,157,206,14.85,Summer
2022-03-25,S001,P0016,Spices,471,124,69.64,Summer
2022-03-25,S001,P0002,Salt,132,101,10.5,Summer
2022-03-25,S001,P0008,Coffee,87,145,59.38,Summer
2022-03-25,S001,P0007,Tea,227,209,94.39,Summer
2022-03-25,S001,P0013,Toothpaste,486,179,72.12,Summer
2022-03-25,S001,P0011,Detergent,181,121,48.44,Summer
2022-03-25,S001,P0014,Matches,431,191,53.79,Summer
2022-03-25,S001,P0006,Pulses,238,96,86.0,Summer
2022-03-25,S001,P0004,Sugar,302,74,49.35,Summer
2022-03-25,S001,P0009,Biscuits,161,237,86.08,Summer
2022-03-25,S001,P0018,Honey,118,79,75.34,Summer
2022-03-25,S001,P0003,Rice,458,161,12.47,Summer
2022-03-25,S001,P0015,Candles,428,143,98.67,Summer
2022-03-25,S001,P0005,Wheat Flour,162,168,47.37,Summer
2022-03-25,S001,P0017,Noodles,491,199,19.93,Summer
2022-03-26,S001,P0010,Milk Powder,133,158,81.44,Summer
2022-03-26,S001,P0011,Detergent,474,117,41.84,Summer
2022-03-26,S001,P0004,Sugar,220,81,79.91,Summer
2022-03-26,S001,P0003,Rice,348,156,99.41,Summer
2022-03-26,S001,P0001,Oil,81,180,81.93,Summer
2022-03-26,S001,P0012,Soap,441,200,81.6,Summer
2022-03-26,S001,P0007,Tea,147,210,91.27,Summer
2022-03-26,S001,P0006,Pulses,122,94,57.85,Summer
2022-03-26,S001,P0018,Honey,246,81,88.93,Summer
2022-03-26,S001,P0005,Wheat Flour,427,167,52.39,Summer
2022-03-26,S001,P0017,Noodles,291,204,80.79,Summer
2022-03-26,S001,P0013,Toothpaste,79,175,76.44,Summer
2022-03-26,S001,P0008,Coffee,483,143,38.0,Summer
2022-03-26,S001,P0020,Pickle,393,127,59.01,Summer
2022-03-26,S001,P0015,Candles,127,146,49.62,Summer
2022-03-26,S001,P0009,Biscuits,362,236,47.41,Summer
2022-03-26,S001,P0002,Salt,331,103,42.15,Summer
2022-03-26,S001,P0016,Spices,293,124,78.92,Summer
2022-03-26,S001,P0014,Matches,420,191,45.28,Summer
2022-03-26,S001,P0019,Jam,93,169,94.92,Summer
2022-03-27,S001,P0005,Wheat Flour,396,169,20.53,Summer
2022-03-27,S001,P0020,Pickle,376,129,65.8,Summer
2022-03-27,S001,P0001,Oil,324,182,78.21,Summer
2022-03-27,S001,P0019,Jam,210,169,50.33,Summer
2022-03-27,S001,P0011,Detergent,61,118,40.83,Summer
2022-03-27,S001,P0002,Salt,393,101,31.41,Summer
2022-03-27,S001,P0003,Rice,483,153,10.69,Summer
2022-03-27,S001,P0018,Honey,117,78,66.43,Summer
2022-03-27,S001,P0007,Tea,415,207,96.78,Summer
2022-03-27,S001,P0016,Spices,55,118,66.91,Summer
2022-03-27,S001,P0010,Milk Powder,383,156,34.48,Summer
2022-03-27,S001,P0013,Toothpaste,278,179,71.53,Summer
2022-03-27,S001,P0017,Noodles,263,199,61.51,Summer
2022-03-27,S001,P0014,Matches,244,192,14.17,Summer
2022-03-27,S001,P0009,Biscuits,76,235,38.66,Summer
2022-03-27,S001,P0004,Sugar,233,80,56.22,Summer
2022-03-27,S001,P0006,Pulses,146,88,27.97,Summer
2022-03-27,S001,P0008,Coffee,331,140,91.21,Summer
2022-03-27,S001,P0012,Soap,400,205,31.37,Summer
2022-03-27,S001,P0015,Candles,61,147,29.43,Summer
2022-03-28,S001,P0012,Soap,237,209,36.85,Summer
2022-03-28,S001,P0020,Pickle,280,122,91.62,Summer
2022-03-28,S001,P0013,Toothpaste,283,178,38.61,Summer
2022-03-28,S001,P0008,Coffee,301,136,98.45,Summer
2022-03-28,S001,P0015,Candles,390,147,49.13,Summer
2022-03-28,S001,P0011,Detergent,264,121,27.53,Summer
2022-03-28,S001,P0016,Spices,75,116,11.25,Summer
2022-03-28,S001,P0018,Honey,496,74,21.27,Summer
2022-03-28,S001,P0002,Salt,195,102,11.7,Summer
2022-03-28,S001,P0019,Jam,117,168,79.19,Summer
2022-03-28,S001,P0001,Oil,393,180,68.54,Summer
2022-03-28,S001,P0010,Milk Powder,65,156,20.98,Summer
2022-03-28,S001,P0009,Biscuits,136,228,51.48,Summer
2022-03-28,S001,P0014,Matches,300,194,28.11,Summer
2022-03-28,S001,P0007,Tea,130,214,61.55,Summer
2022-03-28,S001,P0005,Wheat Flour,319,177,49.48,Summer
2022-03-28,S001,P0004,Sugar,431,74,36.83,Summer
2022-03-28,S001,P0017,Noodles,405,202,62.58,Summer
2022-03-28,S001,P0006,Pulses,62,85,62.78,Summer
2022-03-28,S001,P0003,Rice,92,156,29.86,Summer
2022-03-29,S001,P0010,Milk Powder,73,155,99.95,Summer
2022-03-29,S001,P0009,Biscuits,232,224,85.77,Summer
2022-03-29,S001,P0014,Matches,464,192,43.85,Summer
2022-03-29,S001,P0007,Tea,239,217,93.41,Summer
2022-03-29,S001,P0004,Sugar,236,79,19.12,Summer
2022-03-29,S001,P0006,Pulses,300,79,89.73,Summer
2022-03-29,S001,P0002,Salt,205,103,84.79,Summer
2022-03-29,S001,P0005,Wheat Flour,189,175,93.09,Summer
2022-03-29,S001,P0001,Oil,110,181,65.91,Summer
2022-03-29,S001,P0016,Spices,92,116,99.8,Summer
2022-03-29,S001,P0003,Rice,263,158,28.55,Summer
2022-03-29,S001,P0008,Coffee,289,130,22.78,Summer
2022-03-29,S001,P0017,Noodles,320,203,15.65,Summer
2022-03-29,S001,P0015,Candles,375,146,92.72,Summer
2022-03-29,S001,P0019,Jam,435,172,80.15,Summer
2022-03-29,S001,P0011,Detergent,356,125,83.9,Summer
2022-03-29,S001,P0020,Pickle,302,123,88.92,Summer
2022-03-29,S001,P0018,Honey,449,73,81.56,Summer
2022-03-29,S001,P0012,Soap,434,212,32.32,Summer
2022-03-29,S001,P0013,Toothpaste,273,174,19.46,Summer
2022-03-30,S001,P0007,Tea,220,214,36.76,Summer
2022-03-30,S001,P0009,Biscuits,466,219,83.92,Summer
2022-03-30,S001,P0005,Wheat Flour,357,173,30.32,Summer
2022-03-30,S001,P0004,Sugar,411,80,59.41,Summer
2022-03-30,S001,P0012,Soap,104,209,25.33,Summer
2022-03-30,S001,P0011,Detergent,143,123,29.25,Summer
2022-03-30,S001,P0010,Milk Powder,150,158,29.02,Summer
2022-03-30,S001,P0015,Candles,251,149,91.21,Summer
2022-03-30,S001,P0001,Oil,339,183,32.07,Summer
2022-03-30,S001,P0003,Rice,167,153,93.15,Summer
2022-03-30,S001,P0019,Jam,453,173,48.79,Summer
2022-03-30,S001,P0014,Matches,201,189,15.7,Summer
2022-03-30,S001,P0016,Spices,231,120,92.58,Summer
2022-03-30,S001,P0013,Toothpaste,347,180,42.47,Summer
2022-03-30,S001,P0002,Salt,328,99,30.48,Summer
2022-03-30,S001,P0017,Noodles,291,202,36.78,Summer
2022-03-30,S001,P0006,Pulses,461,82,52.91,Summer
2022-03-30,S001,P0018,Honey,70,77,32.86,Summer
2022-03-30,S001,P0020,Pickle,494,128,50.1,Summer
2022-03-30,S001,P0008,Coffee,383,130,79.0,Summer
2022-03-31,S001,P0014,Matches,287,191,30.44,Summer
2022-03-31,S001,P0001,Oil,358,185,63.02,Summer
2022-03-31,S001,P0015,Candles,488,153,54.95,Summer
2022-03-31,S001,P0005,Wheat Flour,414,173,85.09,Summer
2022-03-31,S001,P0002,Salt,70,98,41.2,Summer
2022-03-31,S001,P0016,Spices,345,123,48.04,Summer
2022-03-31,S001,P0006,Pulses,161,92,92.76,Summer
2022-03-31,S001,P0020,Pickle,304,127,47.22,Summer
2022-03-31,S001,P0003,Rice,366,151,86.48,Summer
2022-03-31,S001,P0018,Honey,471,76,69.1,Summer
2022-03-31,S001,P0017,Noodles,336,203,92.79,Summer
2022-03-31,S001,P0013,Toothpaste,119,182,73.22,Summer
2022-03-31,S001,P0007,Tea,76,216,91.21,Summer
2022-03-31,S001,P0004,Sugar,175,84,21.08,Summer
2022-03-31,S001,P0009,Biscuits,500,221,93.35,Summer
2022-03-31,S001,P0008,Coffee,472,125,51.5,Summer
2022-03-31,S001,P0011,Detergent,360,123,33.23,Summer
2022-03-31,S001,P0019,Jam,98,172,21.85,Summer
2022-03-31,S001,P0012,Soap,332,206,32.15,Summer
2022-03-31,S001,P0010,Milk Powder,343,158,80.1,Summer
2022-04-01,S001,P0004,Sugar,415,86,76.01,Summer
2022-04-01,S001,P0008,Coffee,202,122,30.46,Summer
2022-04-01,S001,P0013,Toothpaste,281,181,30.6,Summer
2022-04-01,S001,P0007,Tea,52,216,81.89,Summer
2022-04-01,S001,P0015,Candles,409,157,82.22,Summer
2022-04-01,S001,P0002,Salt,302,103,14.23,Summer
2022-04-01,S001,P0020,Pickle,357,121,27.6,Summer
2022-04-01,S001,P0009,Biscuits,205,222,27.63,Summer
2022-04-01,S001,P0016,Spices,170,129,84.09,Summer
2022-04-01,S001,P0006,Pulses,306,90,57.9,Summer
2022-04-01,S001,P0012,Soap,217,205,91.74,Summer
2022-04-01,S001,P0014,Matches,178,191,87.35,Summer
2022-04-01,S001,P0017,Noodles,274,197,68.83,Summer
2022-04-01,S001,P0018,Honey,460,78,66.85,Summer
2022-04-01,S001,P0011,Detergent,133,124,70.25,Summer
2022-04-01,S001,P0005,Wheat Flour,57,175,92.72,Summer
2022-04-01,S001,P0010,Milk Powder,215,155,13.46,Summer
2022-04-01,S001,P0019,Jam,297,172,68.7,Summer
2022-04-01,S001,P0003,Rice,104,149,55.96,Summer
2022-04-01,S001,P0001,Oil,215,187,44.62,Summer
2022-04-02,S001,P0019,Jam,475,176,78.62,Summer
2022-04-02,S001,P0013,Toothpaste,137,177,60.92,Summer
2022-04-02,S001,P0011,Detergent,239,130,76.92,Summer
2022-04-02,S001,P0016,Spices,424,128,30.29,Summer
2022-04-02,S001,P0001,Oil,200,187,81.11,Summer
2022-04-02,S001,P0018,Honey,375,78,80.64,Summer
2022-04-02,S001,P0006,Pulses,159,84,62.2,Summer
2022-04-02,S001,P0003,Rice,361,149,29.28,Summer
2022-04-02,S001,P0015,Candles,434,153,72.01,Summer
2022-04-02,S001,P0007,Tea,95,214,92.22,Summer
2022-04-02,S001,P0010,Milk Powder,126,155,26.91,Summer
2022-04-02,S001,P0020,Pickle,499,119,60.97,Summer
2022-04-02,S001,P0017,Noodles,149,203,19.63,Summer
2022-04-02,S001,P0002,Salt,232,99,78.3,Summer
2022-04-02,S001,P0008,Coffee,362,121,15.33,Summer
2022-04-02,S001,P0014,Matches,95,190,94.42,Summer
2022-04-02,S001,P0005,Wheat Flour,63,173,45.58,Summer
2022-04-02,S001,P0012,Soap,419,201,27.46,Summer
2022-04-02,S001,P0004,Sugar,98,88,49.23,Summer
2022-04-02,S001,P0009,Biscuits,202,223,14.82,Summer
2022-04-03,S001,P0004,Sugar,441,90,90.19,Summer
2022-04-03,S001,P0006,Pulses,275,87,13.73,Summer
2022-04-03,S001,P0001,Oil,208,185,51.04,Summer
2022-04-03,S001,P0016,Spices,334,130,34.47,Summer
2022-04-03,S001,P0020,Pickle,61,124,18.23,Summer
2022-04-03,S001,P0013,Toothpaste,130,184,64.49,Summer
2022-04-03,S001,P0019,Jam,124,180,67.57,Summer
2022-04-03,S001,P0012,Soap,159,197,55.9,Summer
2022-04-03,S001,P0002,Salt,408,91,19.99,Summer
2022-04-03,S001,P0009,Biscuits,394,216,77.32,Summer
2022-04-03,S001,P0017,Noodles,337,205,65.87,Summer
2022-04-03,S001,P0007,Tea,195,216,59.48,Summer
2022-04-03,S001,P0008,Coffee,106,117,90.37,Summer
2022-04-03,S001,P0005,Wheat Flour,492,170,76.36,Summer
2022-04-03,S001,P0011,Detergent,288,126,88.83,Summer
2022-04-03,S001,P0014,Matches,198,190,54.2,Summer
2022-04-03,S001,P0015,Candles,126,157,23.79,Summer
2022-04-03,S001,P0003,Rice,427,145,47.6,Summer
2022-04-03,S001,P0010,Milk Powder,145,157,96.04,Summer
2022-04-03,S001,P0018,Honey,420,81,53.8,Summer
2022-04-04,S001,P0001,Oil,70,185,70.04,Summer
2022-04-04,S001,P0013,Toothpaste,110,184,23.43,Summer
2022-04-04,S001,P0020,Pickle,134,125,39.51,Summer
2022-04-04,S001,P0006,Pulses,215,85,64.34,Summer
2022-04-04,S001,P0004,Sugar,275,92,17.79,Summer
2022-04-04,S001,P0014,Matches,162,196,50.65,Summer
2022-04-04,S001,P0003,Rice,154,143,73.09,Summer
2022-04-04,S001,P0012,Soap,323,199,49.52,Summer
2022-04-04,S001,P0002,Salt,336,85,13.23,Summer
2022-04-04,S001,P0005,Wheat Flour,59,173,15.28,Summer
2022-04-04,S001,P0010,Milk Powder,177,154,56.66,Summer
2022-04-04,S001,P0018,Honey,346,75,61.2,Summer
2022-04-04,S001,P0009,Biscuits,263,210,75.97,Summer
2022-04-04,S001,P0008,Coffee,437,119,78.85,Summer
2022-04-04,S001,P0019,Jam,79,176,13.17,Summer
2022-04-04,S001,P0015,Candles,82,156,22.11,Summer
2022-04-04,S001,P0016,Spices,288,124,53.58,Summer
2022-04-04,S001,P0011,Detergent,164,123,77.53,Summer
2022-04-04,S001,P0007,Tea,335,217,97.73,Summer
2022-04-04,S001,P0017,Noodles,194,202,43.09,Summer
2022-04-05,S001,P0011,Detergent,359,133,39.79,Summer
2022-04-05,S001,P0004,Sugar,111,101,92.38,Summer
2022-04-05,S001,P0009,Biscuits,322,213,98.1,Summer
2022-04-05,S001,P0001,Oil,309,179,90.24,Summer
2022-04-05,S001,P0017,Noodles,184,200,88.13,Summer
2022-04-05,S001,P0015,Candles,115,153,59.95,Summer
2022-04-05,S001,P0006,Pulses,442,89,58.41,Summer
2022-04-05,S001,P0003,Rice,496,141,91.72,Summer
2022-04-05,S001,P0012,Soap,81,202,94.73,Summer
2022-04-05,S001,P0018,Honey,498,81,32.44,Summer
2022-04-05,S001,P0019,Jam,129,173,21.35,Summer
2022-04-05,S001,P0007,Tea,72,218,74.76,Summer
2022-04-05,S001,P0008,Coffee,276,122,12.55,Summer
2022-04-05,S001,P0005,Wheat Flour,91,173,83.41,Summer
2022-04-05,S001,P0014,Matches,385,194,60.75,Summer
2022-04-05,S001,P0020,Pickle,223,120,42.1,Summer
2022-04-05,S001,P0016,Spices,147,125,79.28,Summer
2022-04-05,S001,P0013,Toothpaste,486,189,37.89,Summer
2022-04-05,S001,P0010,Milk Powder,337,148,20.68,Summer
2022-04-05,S001,P0002,Salt,310,85,76.29,Summer
2022-04-06,S001,P0008,Coffee,117,121,85.82,Summer
2022-04-06,S001,P0003,Rice,299,145,39.7,Summer
2022-04-06,S001,P0001,Oil,322,174,23.65,Summer
2022-04-06,S001,P0020,Pickle,371,128,16.4,Summer
2022-04-06,S001,P0015,Candles,60,152,70.77,Summer
2022-04-06,S001,P0011,Detergent,220,132,43.6,Summer
2022-04-06,S001,P0007,Tea,177,217,15.49,Summer
2022-04-06,S001,P0014,Matches,84,193,41.61,Summer
2022-04-06,S001,P0002,Salt,129,86,86.5,Summer
2022-04-06,S001,P0016,Spices,448,120,30.49,Summer
2022-04-06,S001,P0012,Soap,93,198,64.13,Summer
2022-04-06,S001,P0005,Wheat Flour,158,165,40.38,Summer
2022-04-06,S001,P0017,Noodles,351,195,48.94,Summer
2022-04-06,S001,P0018,Honey,333,77,86.9,Summer
2022-04-06,S001,P0006,Pulses,116,88,46.78,Summer
2022-04-06,S001,P0010,Milk Powder,373,156,89.52,Summer
2022-04-06,S001,P0013,Toothpaste,383,192,47.93,Summer
2022-04-06,S001,P0004,Sugar,179,104,28.15,Summer
2022-04-06,S001,P0009,Biscuits,314,202,87.18,Summer
2022-04-06,S001,P0019,Jam,453,175,60.94,Summer
2022-04-07,S001,P0015,Candles,329,155,68.89,Summer
2022-04-07,S001,P0020,Pickle,280,124,91.98,Summer
2022-04-07,S001,P0002,Salt,165,86,83.68,Summer
2022-04-07,S001,P0017,Noodles,202,194,27.31,Summer
2022-04-07,S001,P0014,Matches,445,187,86.58,Summer
2022-04-07,S001,P0007,Tea,205,218,56.63,Summer
2022-04-07,S001,P0005,Wheat Flour,141,161,69.5,Summer
2022-04-07,S001,P0013,Toothpaste,332,190,13.09,Summer
2022-04-07,S001,P0011,Detergent,192,126,93.1,Summer
2022-04-07,S001,P0010,Milk Powder,485,154,58.32,Summer
2022-04-07,S001,P0012,Soap,295,200,24.04,Summer
2022-04-07,S001,P0001,Oil,84,170,67.82,Summer
2022-04-07,S001,P0019,Jam,235,176,53.62,Summer
2022-04-07,S001,P0018,Honey,352,80,58.49,Summer
2022-04-07,S001,P0008,Coffee,166,120,92.25,Summer
2022-04-07,S001,P0009,Biscuits,403,207,55.3,Summer
2022-04-07,S001,P0016,Spices,130,119,74.41,Summer
2022-04-07,S001,P0006,Pulses,334,85,46.09,Summer
2022-04-07,S001,P0004,Sugar,66,98,87.43,Summer
2022-04-07,S001,P0003,Rice,178,148,27.52,Summer
2022-04-08,S001,P0016,Spices,83,129,98.06,Summer
2022-04-08,S001,P0010,Milk Powder,55,154,85.99,Summer
2022-04-08,S001,P0011,Detergent,386,124,13.25,Summer
2022-04-08,S001,P0020,Pickle,410,123,41.02,Summer
2022-04-08,S001,P0012,Soap,331,202,63.48,Summer
